# pos	SRR10903401-20200102	SRR10903402-20200102
16136	86	268
16137	87	267
16138	87	271
16139	87	274
16140	87	275
16141	88	276
16142	90	278
16143	90	281
16144	90	282
16145	90	286
16146	90	286
16147	90	290
16148	90	291
16149	93	296
16150	97	301
16151	98	302
16152	100	305
16153	100	306
16154	98	307
16155	99	303
16156	101	304
16157	104	304
16158	104	305
16159	104	303
16160	106	306
16161	106	307
16162	105	305
16163	104	306
16164	104	307
16165	108	307
16166	109	307
16167	109	308
16168	110	314
16169	110	311
16170	110	309
16171	110	306
16172	111	307
16173	110	305
16174	107	308
16175	106	308
16176	106	315
16177	108	319
16178	107	315
16179	106	314
16180	105	313
16181	108	313
16182	107	319
16183	107	318
16184	107	319
16185	107	325
16186	106	328
16187	107	332
16188	106	332
16189	105	333
16190	104	332
16191	104	333
16192	104	341
16193	104	343
16194	104	344
16195	104	343
16196	105	346
16197	107	349
16198	107	351
16199	109	348
16200	113	351
16201	117	348
16202	118	349
16203	118	350
16204	119	349
16205	118	348
16206	118	344
16207	117	345
16208	117	348
16209	117	349
16210	117	352
16211	119	352
16212	117	352
16213	118	350
16214	118	349
16215	116	348
16216	115	347
16217	113	345
16218	112	347
16219	112	348
16220	111	349
16221	111	350
16222	113	349
16223	113	345
16224	111	343
16225	110	342
16226	110	339
16227	110	338
16228	111	338
16229	110	335
16230	110	335
16231	110	333
16232	109	332
16233	108	328
16234	108	328
16235	108	328
16236	108	334
16237	107	329
16238	107	330
16239	109	332
16240	110	334
16241	112	338
16242	113	340
16243	114	340
16244	114	339
16245	114	339
16246	114	342
16247	114	343
16248	115	343
16249	116	348
16250	116	348
16251	116	347
16252	117	346
16253	117	350
16254	114	356
16255	115	358
16256	115	363
16257	116	363
16258	119	361
16259	118	367
16260	118	367
16261	119	363
16262	118	364
16263	120	361
16264	121	360
16265	121	356
16266	120	352
16267	119	350
16268	119	349
16269	119	345
16270	118	345
16271	117	343
16272	117	342
16273	119	344
16274	120	346
16275	120	342
16276	117	342
16277	115	341
16278	113	338
16279	113	337
16280	113	340
16281	113	338
16282	112	337
16283	116	340
16284	117	344
16285	117	347
16286	114	346
16287	115	347
16288	114	347
16289	115	346
16290	117	347
16291	119	345
16292	118	348
16293	118	346
16294	118	340
16295	118	340
16296	117	338
16297	117	340
16298	116	339
16299	117	340
16300	113	337
16301	111	335
16302	109	332
16303	109	327
16304	107	324
16305	106	327
16306	107	333
16307	106	328
16308	106	331
16309	108	330
16310	112	332
16311	114	334
16312	114	334
16313	114	330
16314	116	330
16315	117	330
16316	117	330
16317	116	328
16318	115	324
16319	115	315
16320	116	314
16321	118	312
16322	120	315
16323	119	315
16324	117	317
16325	116	315
16326	117	316
16327	119	312
16328	123	314
16329	123	315
16330	123	316
16331	120	316
16332	120	318
16333	121	316
16334	123	318
16335	123	319
16336	123	318
16337	123	310
16338	123	307
16339	123	307
16340	126	313
16341	126	315
16342	127	314
16343	127	311
16344	127	310
16345	127	313
16346	126	310
16347	124	309
16348	123	310
16349	122	319
16350	121	319
16351	118	318
16352	117	316
16353	116	316
16354	116	315
16355	115	314
16356	115	317
16357	116	318
16358	116	321
16359	117	324
16360	120	327
16361	120	330
16362	121	332
16363	123	331
16364	124	334
16365	124	339
16366	126	342
16367	127	349
16368	128	351
16369	128	350
16370	129	353
16371	129	352
16372	129	360
16373	128	365
16374	127	369
16375	126	371
16376	127	371
16377	127	370
16378	128	371
16379	128	375
16380	128	377
16381	133	379
16382	136	384
16383	138	383
16384	137	384
16385	138	383
16386	137	386
16387	136	386
16388	140	384
16389	140	384
16390	139	390
16391	139	390
16392	139	393
16393	138	394
16394	137	393
16395	136	393
16396	134	399
16397	134	400
16398	134	402
16399	133	406
16400	133	404
16401	135	406
16402	135	406
16403	135	414
16404	135	417
16405	135	418
16406	136	417
16407	137	417
16408	135	415
16409	135	406
16410	135	406
16411	133	412
16412	132	413
16413	132	410
16414	134	421
16415	135	422
16416	136	429
16417	137	441
16418	137	442
16419	138	444
16420	139	443
16421	137	437
16422	136	436
16423	137	436
16424	139	440
16425	138	438
16426	138	441
16427	141	443
16428	141	441
16429	140	445
16430	139	447
16431	140	448
16432	142	451
16433	139	445
16434	138	447
16435	135	439
16436	132	440
16437	132	442
16438	134	458
16439	135	459
16440	133	461
16441	132	463
16442	128	461
16443	129	460
16444	128	463
16445	131	469
16446	130	470
16447	132	470
16448	132	471
16449	132	473
16450	132	478
16451	130	478
16452	130	478
16453	132	478
16454	133	478
16455	133	480
16456	132	478
16457	132	481
16458	132	482
16459	131	479
16460	128	478
16461	125	480
16462	123	477
16463	123	479
16464	121	479
16465	120	480
16466	120	476
16467	121	478
16468	121	480
16469	122	481
16470	122	481
16471	123	484
16472	121	486
16473	121	487
16474	124	485
16475	125	487
16476	124	487
16477	127	485
16478	125	484
16479	123	477
16480	122	476
16481	122	472
16482	122	473
16483	123	477
16484	125	477
16485	124	479
16486	124	483
16487	127	489
16488	128	493
16489	129	493
16490	128	491
16491	128	497
16492	128	493
16493	129	492
16494	129	493
16495	128	492
16496	129	491
16497	130	493
16498	129	489
16499	127	487
16500	127	489
16501	125	495
16502	125	496
16503	126	498
16504	127	502
16505	128	506
16506	129	506
16507	129	501
16508	129	500
16509	130	492
16510	129	493
16511	126	490
16512	124	484
16513	125	486
16514	125	485
16515	123	475
16516	123	480
16517	120	474
16518	118	467
16519	117	460
16520	117	456
16521	116	453
16522	115	456
16523	115	452
16524	114	451
16525	114	447
16526	114	445
16527	113	452
16528	112	453
16529	115	455
16530	116	456
16531	115	456
16532	112	453
16533	110	451
16534	110	452
16535	111	448
16536	110	445
16537	110	437
16538	110	435
16539	106	438
16540	107	442
16541	107	440
16542	107	443
16543	106	447
16544	104	446
16545	104	442
16546	106	449
16547	106	447
16548	109	452
16549	107	451
16550	106	447
16551	107	448
16552	108	449
16553	107	450
16554	109	447
16555	110	441
16556	111	436
16557	111	434
16558	112	437
16559	112	437
16560	112	438
16561	113	440
16562	114	444
16563	113	448
16564	115	449
16565	116	446
16566	115	439
16567	118	435
16568	118	434
16569	119	442
16570	117	443
16571	116	450
16572	117	450
16573	120	452
16574	121	447
16575	121	445
16576	122	447
16577	122	445
16578	119	437
16579	119	438
16580	118	432
16581	115	417
16582	114	414
16583	114	413
16584	114	415
16585	114	416
16586	113	416
16587	113	419
16588	113	423
16589	111	424
16590	110	424
16591	111	423
16592	111	419
16593	112	421
16594	113	426
16595	114	435
16596	115	437
16597	117	436
16598	114	437
16599	115	439
16600	116	443
16601	116	439
16602	117	443
16603	118	445
16604	117	443
16605	117	444
16606	119	442
16607	120	445
16608	118	442
16609	120	445
16610	122	442
16611	119	440
16612	120	446
16613	122	447
16614	122	448
16615	122	449
16616	123	448
16617	123	447
16618	122	447
16619	121	445
16620	122	440
16621	121	437
16622	120	439
16623	120	438
16624	120	442
16625	120	444
16626	120	442
16627	120	446
16628	117	443
16629	116	440
16630	113	436
16631	114	442
16632	115	451
16633	115	454
16634	114	455
16635	113	456
16636	114	458
16637	113	453
16638	112	452
16639	111	450
16640	110	449
16641	111	449
16642	110	443
16643	106	439
16644	103	440
16645	103	441
16646	103	442
16647	104	443
16648	105	446
16649	105	449
16650	105	450
16651	105	451
16652	105	450
16653	105	449
16654	107	449
16655	108	450
16656	108	451
16657	109	455
16658	111	459
16659	111	461
16660	108	459
16661	108	459
16662	106	456
16663	105	452
16664	105	452
16665	106	459
16666	106	456
16667	106	452
16668	106	449
16669	107	447
16670	109	447
16671	110	448
16672	110	445
16673	107	442
16674	106	445
16675	106	443
16676	107	449
16677	107	456
16678	107	459
16679	107	464
16680	105	467
16681	104	467
16682	104	468
16683	104	469
16684	105	472
16685	104	467
16686	104	469
16687	104	472
16688	106	476
16689	107	483
16690	109	482
16691	108	481
16692	109	484
16693	107	471
16694	107	470
16695	105	470
16696	106	473
16697	106	473
16698	106	472
16699	106	473
16700	106	472
16701	105	469
16702	104	463
16703	102	456
16704	104	451
16705	103	449
16706	102	450
16707	99	445
16708	100	442
16709	100	446
16710	100	447
16711	102	452
16712	102	453
16713	103	459
16714	100	457
16715	97	459
16716	93	457
16717	92	456
16718	90	454
16719	89	456
16720	90	451
16721	91	446
16722	92	445
16723	88	446
16724	87	449
16725	86	453
16726	87	454
16727	87	447
16728	87	445
16729	88	449
16730	90	450
16731	94	453
16732	96	459
16733	96	458
16734	97	459
16735	99	461
16736	99	458
16737	100	459
16738	99	458
16739	99	453
16740	99	455
16741	100	461
16742	102	466
16743	103	476
16744	103	477
16745	102	473
16746	102	470
16747	100	467
16748	99	466
16749	99	461
16750	98	451
16751	98	449
16752	101	444
16753	100	442
16754	99	444
16755	99	447
16756	97	444
16757	96	441
16758	96	438
16759	95	441
16760	97	440
16761	95	435
16762	95	433
16763	94	441
16764	93	449
16765	93	444
16766	94	447
16767	94	446
16768	94	446
16769	94	449
16770	97	444
16771	96	438
16772	96	437
16773	97	441
16774	95	443
16775	97	450
16776	98	454
16777	101	461
16778	100	462
16779	101	464
16780	102	469
16781	103	473
16782	103	470
16783	101	468
16784	101	469
16785	104	479
16786	109	479
16787	108	483
16788	110	485
16789	111	491
16790	111	491
16791	112	494
16792	113	497
16793	114	498
16794	116	499
16795	118	504
16796	119	504
16797	118	503
16798	118	509
16799	117	507
16800	117	506
16801	119	512
16802	119	507
16803	118	506
16804	115	500
16805	116	499
16806	115	495
16807	116	493
16808	115	496
16809	115	496
16810	115	494
16811	115	498
16812	115	498
16813	118	503
16814	118	501
16815	118	509
16816	117	501
16817	116	500
16818	115	503
16819	115	506
16820	114	506
16821	112	510
16822	111	512
16823	111	510
16824	111	509
16825	111	506
16826	111	506
16827	110	502
16828	111	503
16829	111	502
16830	110	498
16831	109	498
16832	109	497
16833	109	496
16834	110	502
16835	112	506
16836	114	511
16837	116	505
16838	115	502
16839	115	506
16840	114	498
16841	112	495
16842	112	495
16843	112	493
16844	112	492
16845	111	493
16846	109	490
16847	108	485
16848	108	482
16849	109	483
16850	109	484
16851	109	485
16852	109	486
16853	109	490
16854	109	488
16855	108	492
16856	110	498
16857	111	500
16858	109	494
16859	109	494
16860	109	499
16861	109	504
16862	109	508
16863	110	516
16864	109	511
16865	110	512
16866	110	514
16867	110	511
16868	113	521
16869	113	519
16870	113	518
16871	110	515
16872	112	518
16873	112	520
16874	114	520
16875	114	511
16876	112	512
16877	113	513
16878	112	513
16879	111	515
16880	110	510
16881	108	507
16882	105	499
16883	105	498
16884	105	500
16885	104	504
16886	104	502
16887	104	496
16888	101	484
16889	98	479
16890	97	481
16891	97	481
16892	96	480
16893	95	479
16894	97	475
16895	99	480
16896	97	480
16897	98	482
16898	99	480
16899	99	482
16900	99	484
16901	98	485
16902	98	487
16903	98	490
16904	99	488
16905	98	488
16906	98	488
16907	98	492
16908	102	503
16909	101	509
16910	102	519
16911	103	529
16912	107	527
16913	107	532
16914	108	528
16915	108	525
16916	110	529
16917	111	524
16918	111	524
16919	110	519
16920	110	520
16921	108	530
16922	108	529
16923	108	528
16924	107	520
16925	107	516
16926	106	515
16927	104	507
16928	101	501
16929	101	498
16930	103	502
16931	107	501
16932	106	496
16933	104	495
16934	102	493
16935	103	489
16936	101	484
16937	100	484
16938	100	482
16939	100	479
16940	100	472
16941	100	471
16942	99	467
16943	99	465
16944	99	470
16945	99	469
16946	100	466
16947	100	468
16948	99	468
16949	98	464
16950	101	466
16951	101	465
16952	100	459
16953	100	459
16954	100	458
16955	100	456
16956	101	456
16957	101	454
16958	100	458
16959	100	458
16960	101	462
16961	101	460
16962	100	453
16963	99	448
16964	98	444
16965	97	443
16966	97	434
16967	97	433
16968	97	435
16969	97	432
16970	99	428
16971	97	422
16972	99	425
16973	99	428
16974	98	434
16975	100	435
16976	101	439
16977	103	437
16978	104	437
16979	105	433
16980	103	431
16981	102	428
16982	103	431
16983	103	439
16984	99	429
16985	100	428
16986	100	431
16987	100	431
16988	100	434
16989	102	436
16990	99	432
16991	101	440
16992	102	444
16993	103	453
16994	104	462
16995	105	466
16996	108	476
16997	108	476
16998	109	472
16999	110	475
17000	109	480
17001	109	478
17002	107	476
17003	109	480
17004	110	478
17005	108	477
17006	108	471
17007	107	474
17008	108	477
17009	107	473
17010	107	473
17011	110	484
17012	112	485
17013	112	486
17014	110	487
17015	111	490
17016	109	494
17017	110	493
17018	110	494
17019	107	490
17020	107	494
17021	107	500
17022	107	508
17023	110	514
17024	109	518
17025	111	520
17026	113	522
17027	115	524
17028	113	521
17029	112	521
17030	114	524
17031	118	535
17032	118	548
17033	122	552
17034	126	562
17035	125	564
17036	125	558
17037	124	553
17038	122	548
17039	121	553
17040	124	562
17041	128	569
17042	131	572
17043	132	567
17044	131	569
17045	130	566
17046	127	560
17047	126	552
17048	124	556
17049	125	561
17050	124	562
17051	124	566
17052	126	572
17053	129	577
17054	133	581
17055	135	588
17056	135	592
17057	138	598
17058	138	602
17059	136	599
17060	137	603
17061	137	600
17062	136	594
17063	133	592
17064	136	601
17065	138	605
17066	142	608
17067	140	620
17068	142	624
17069	144	626
17070	145	629
17071	142	632
17072	142	629
17073	148	630
17074	148	630
17075	150	637
17076	150	635
17077	150	630
17078	151	629
17079	153	632
17080	153	632
17081	153	634
17082	153	634
17083	153	635
17084	152	632
17085	153	626
17086	154	630
17087	154	632
17088	155	633
17089	155	634
17090	154	634
17091	153	636
17092	152	630
17093	151	629
17094	151	630
17095	151	632
17096	151	634
17097	150	633
17098	149	630
17099	149	631
17100	149	633
17101	150	633
17102	149	632
17103	151	631
17104	151	633
17105	151	636
17106	151	635
17107	151	638
17108	151	646
17109	150	648
17110	150	651
17111	147	649
17112	147	651
17113	147	656
17114	149	662
17115	151	666
17116	153	671
17117	155	685
17118	156	688
17119	159	688
17120	157	685
17121	158	690
17122	159	688
17123	162	692
17124	162	691
17125	162	700
17126	162	698
17127	165	702
17128	164	706
17129	162	709
17130	165	714
17131	167	714
17132	166	713
17133	166	707
17134	166	711
17135	167	709
17136	168	715
17137	172	722
17138	172	726
17139	173	730
17140	169	734
17141	173	730
17142	175	745
17143	172	746
17144	171	730
17145	170	733
17146	170	728
17147	166	725
17148	171	730
17149	171	730
17150	171	725
17151	168	722
17152	168	724
17153	168	723
17154	166	714
17155	164	714
17156	164	713
17157	169	714
17158	170	712
17159	172	713
17160	171	717
17161	171	723
17162	167	728
17163	168	734
17164	169	748
17165	168	747
17166	168	751
17167	166	751
17168	167	750
17169	168	753
17170	171	763
17171	172	763
17172	171	765
17173	165	741
17174	165	741
17175	167	742
17176	166	746
17177	166	752
17178	167	761
17179	169	763
17180	169	769
17181	169	776
17182	173	784
17183	176	779
17184	171	765
17185	173	760
17186	173	762
17187	173	770
17188	174	776
17189	175	782
17190	175	779
17191	174	774
17192	172	767
17193	172	758
17194	170	751
17195	170	752
17196	171	760
17197	173	760
17198	170	758
17199	169	759
17200	169	764
17201	174	764
17202	174	757
17203	169	744
17204	169	742
17205	165	740
17206	165	738
17207	167	742
17208	167	751
17209	169	759
17210	170	760
17211	176	765
17212	176	761
17213	173	750
17214	174	757
17215	177	769
17216	177	762
17217	178	768
17218	181	759
17219	181	753
17220	182	755
17221	182	763
17222	183	761
17223	183	761
17224	182	764
17225	183	770
17226	181	770
17227	181	777
17228	189	781
17229	189	779
17230	189	782
17231	190	790
17232	190	790
17233	191	795
17234	192	801
17235	194	811
17236	195	814
17237	197	815
17238	196	825
17239	195	827
17240	196	825
17241	199	831
17242	200	833
17243	200	830
17244	200	841
17245	200	849
17246	200	868
17247	200	877
17248	203	883
17249	202	882
17250	203	887
17251	203	888
17252	209	889
17253	212	899
17254	216	912
17255	217	912
17256	214	916
17257	218	921
17258	217	917
17259	218	919
17260	216	922
17261	214	926
17262	214	934
17263	214	953
17264	215	964
17265	217	976
17266	215	982
17267	212	978
17268	215	982
17269	214	983
17270	212	997
17271	209	1001
17272	212	1009
17273	214	1021
17274	212	1014
17275	211	1000
17276	212	988
17277	210	988
17278	212	996
17279	215	998
17280	215	993
17281	216	995
17282	215	995
17283	216	998
17284	216	1000
17285	217	995
17286	217	1002
17287	217	994
17288	217	991
17289	217	990
17290	217	997
17291	216	991
17292	216	1000
17293	214	992
17294	213	987
17295	213	984
17296	213	978
17297	213	977
17298	214	1002
17299	213	1007
17300	214	1013
17301	215	1012
17302	221	1023
17303	222	1027
17304	225	1030
17305	228	1051
17306	231	1066
17307	233	1076
17308	232	1078
17309	231	1084
17310	230	1097
17311	229	1092
17312	231	1102
17313	230	1107
17314	237	1124
17315	238	1126
17316	239	1124
17317	238	1116
17318	239	1121
17319	241	1122
17320	241	1137
17321	241	1134
17322	240	1130
17323	240	1131
17324	240	1134
17325	241	1136
17326	237	1120
17327	238	1120
17328	240	1120
17329	237	1116
17330	237	1116
17331	236	1112
17332	235	1104
17333	232	1101
17334	230	1096
17335	229	1095
17336	226	1088
17337	226	1085
17338	227	1069
17339	224	1062
17340	223	1060
17341	223	1055
17342	222	1056
17343	218	1051
17344	219	1050
17345	219	1045
17346	218	1054
17347	218	1051
17348	217	1050
17349	217	1051
17350	218	1054
17351	217	1047
17352	217	1049
17353	219	1059
17354	217	1060
17355	216	1061
17356	214	1058
17357	211	1064
17358	209	1066
17359	207	1061
17360	205	1047
17361	203	1041
17362	202	1041
17363	202	1040
17364	202	1038
17365	201	1027
17366	199	1011
17367	196	1006
17368	191	999
17369	191	997
17370	191	1004
17371	190	996
17372	190	993
17373	185	991
17374	182	981
17375	182	976
17376	180	969
17377	178	956
17378	179	952
17379	175	953
17380	176	943
17381	174	938
17382	174	939
17383	175	939
17384	176	941
17385	176	942
17386	176	941
17387	178	943
17388	176	940
17389	176	931
17390	178	930
17391	178	930
17392	172	918
17393	172	920
17394	173	929
17395	172	918
17396	173	909
17397	172	899
17398	169	888
17399	170	884
17400	175	891
17401	174	891
17402	171	887
17403	168	876
17404	165	864
17405	162	846
17406	162	824
17407	160	814
17408	158	805
17409	158	799
17410	158	802
17411	156	789
17412	156	793
17413	154	771
17414	155	750
17415	154	743
17416	151	724
17417	152	731
17418	153	716
17419	150	711
17420	149	695
17421	149	686
17422	150	683
17423	149	683
17424	149	676
17425	151	689
17426	152	691
17427	150	690
17428	149	684
17429	149	681
17430	149	676
17431	149	675
17432	149	679
17433	150	683
17434	151	683
17435	150	682
17436	150	681
17437	150	674
17438	150	678
17439	150	680
17440	152	677
17441	154	688
17442	153	692
17443	156	694
17444	156	689
17445	156	697
17446	153	682
17447	152	669
17448	147	662
17449	149	665
17450	148	668
17451	149	673
17452	149	670
17453	148	661
17454	148	649
17455	149	648
17456	146	628
17457	149	619
17458	144	598
17459	144	592
17460	145	591
17461	145	597
17462	145	605
17463	144	602
17464	143	606
17465	140	609
17466	143	613
17467	143	625
17468	150	638
17469	151	650
17470	149	651
17471	149	649
17472	149	648
17473	151	658
17474	152	662
17475	155	677
17476	156	682
17477	156	689
17478	156	694
17479	156	705
17480	157	707
17481	155	707
17482	155	710
17483	156	715
17484	155	719
17485	154	719
17486	154	726
17487	153	733
17488	152	734
17489	154	736
17490	155	738
17491	156	737
17492	156	734
17493	155	732
17494	157	736
17495	155	728
17496	155	725
17497	156	727
17498	158	740
17499	160	746
17500	162	754
17501	169	767
17502	169	775
17503	170	776
17504	169	774
17505	171	779
17506	171	780
17507	171	785
17508	171	786
17509	170	792
17510	173	800
17511	176	806
17512	178	807
17513	177	813
17514	180	811
17515	179	812
17516	178	815
17517	179	819
17518	180	826
17519	179	825
17520	180	829
17521	178	831
17522	178	838
17523	177	838
17524	177	837
17525	177	836
17526	178	834
17527	180	836
17528	180	837
17529	180	841
17530	179	839
17531	177	834
17532	177	840
17533	176	843
17534	178	841
17535	179	846
17536	181	852
17537	182	848
17538	180	848
17539	181	853
17540	180	852
17541	180	848
17542	181	844
17543	182	843
17544	185	845
17545	184	844
17546	187	846
17547	187	845
17548	187	843
17549	186	851
17550	186	853
17551	181	856
17552	180	854
17553	179	849
17554	178	850
17555	178	846
17556	179	853
17557	180	857
17558	181	859
17559	181	862
17560	181	864
17561	180	861
17562	180	861
17563	179	860
17564	183	862
17565	184	863
17566	184	863
17567	186	865
17568	183	860
17569	182	859
17570	180	864
17571	178	867
17572	176	867
17573	176	869
17574	176	872
17575	175	863
17576	174	862
17577	175	852
17578	180	853
17579	182	860
17580	184	863
17581	186	863
17582	185	870
17583	187	878
17584	186	874
17585	187	871
17586	186	867
17587	187	855
17588	187	860
17589	188	869
17590	189	877
17591	189	883
17592	188	874
17593	190	875
17594	191	866
17595	193	868
17596	192	866
17597	192	865
17598	194	875
17599	197	884
17600	200	890
17601	201	881
17602	198	876
17603	199	879
17604	202	880
17605	201	886
17606	198	900
17607	196	900
17608	192	894
17609	190	891
17610	190	884
17611	190	880
17612	190	868
17613	189	855
17614	193	855
17615	197	860
17616	198	851
17617	194	841
17618	198	836
17619	191	830
17620	188	827
17621	188	825
17622	190	818
17623	192	825
17624	192	815
17625	190	811
17626	188	803
17627	189	807
17628	190	815
17629	190	804
17630	190	800
17631	190	799
17632	195	804
17633	197	807
17634	195	795
17635	196	796
17636	195	794
17637	195	794
17638	197	794
17639	196	792
17640	196	787
17641	195	799
17642	194	796
17643	195	799
17644	194	797
17645	194	796
17646	196	802
17647	199	810
17648	199	812
17649	199	804
17650	199	816
17651	199	831
17652	195	831
17653	200	828
17654	201	836
17655	201	840
17656	199	845
17657	202	855
17658	205	861
17659	204	867
17660	207	876
17661	207	872
17662	207	877
17663	205	870
17664	206	876
17665	205	877
17666	207	884
17667	207	896
17668	207	906
17669	209	909
17670	212	911
17671	214	928
17672	213	932
17673	214	930
17674	213	931
17675	218	931
17676	220	938
17677	220	943
17678	222	945
17679	221	952
17680	221	949
17681	223	952
17682	224	957
17683	223	951
17684	224	952
17685	229	964
17686	230	973
17687	234	982
17688	240	988
17689	245	1002
17690	242	1008
17691	240	1013
17692	243	1019
17693	247	1020
17694	247	1029
17695	251	1043
17696	248	1045
17697	246	1040
17698	246	1045
17699	252	1055
17700	253	1051
17701	252	1044
17702	252	1047
17703	250	1042
17704	251	1041
17705	252	1063
17706	254	1065
17707	254	1064
17708	254	1061
17709	255	1059
17710	257	1048
17711	258	1052
17712	258	1053
17713	258	1049
17714	255	1046
17715	254	1046
17716	254	1052
17717	251	1050
17718	251	1048
17719	253	1043
17720	254	1040
17721	255	1034
17722	254	1032
17723	254	1037
17724	253	1029
17725	253	1028
17726	253	1028
17727	252	1026
17728	254	1039
17729	254	1034
17730	251	1026
17731	251	1028
17732	253	1034
17733	251	1032
17734	248	1032
17735	248	1031
17736	250	1034
17737	250	1045
17738	248	1046
17739	247	1036
17740	247	1035
17741	248	1027
17742	247	1031
17743	247	1032
17744	248	1029
17745	246	1024
17746	245	1017
17747	239	1018
17748	241	1021
17749	241	1010
17750	241	1012
17751	242	1015
17752	243	1021
17753	242	1020
17754	241	1010
17755	241	1012
17756	241	1007
17757	242	994
17758	240	984
17759	239	978
17760	238	977
17761	242	969
17762	243	978
17763	245	987
17764	245	994
17765	245	997
17766	242	996
17767	243	1001
17768	246	1000
17769	245	1002
17770	246	1003
17771	247	1005
17772	252	1012
17773	253	1010
17774	251	999
17775	251	1005
17776	251	1000
17777	251	995
17778	254	993
17779	258	996
17780	259	1010
17781	261	1013
17782	259	1005
17783	261	1014
17784	263	1024
17785	268	1037
17786	269	1038
17787	271	1044
17788	270	1035
17789	269	1033
17790	275	1032
17791	275	1020
17792	273	1016
17793	272	1018
17794	273	1018
17795	272	1017
17796	271	1024
17797	268	1024
17798	268	1022
17799	269	1022
17800	271	1022
17801	270	1020
17802	270	1016
17803	271	1020
17804	268	1013
17805	265	996
17806	261	989
17807	257	988
17808	252	988
17809	250	990
17810	250	996
17811	251	997
17812	258	1024
17813	263	1024
17814	265	1024
17815	265	1020
17816	264	1015
17817	262	1007
17818	263	1002
17819	263	1010
17820	258	1017
17821	259	1031
17822	258	1022
17823	260	1026
17824	257	1017
17825	257	1018
17826	259	1019
17827	255	1009
17828	251	995
17829	248	994
17830	248	987
17831	248	989
17832	250	991
17833	249	998
17834	253	1011
17835	256	1015
17836	252	1003
17837	249	1002
17838	248	1001
17839	243	991
17840	242	986
17841	246	998
17842	247	997
17843	245	992
17844	246	986
17845	243	971
17846	241	968
17847	242	975
17848	241	974
17849	244	973
17850	245	968
17851	245	966
17852	246	963
17853	243	955
17854	243	944
17855	239	935
17856	241	934
17857	242	932
17858	244	944
17859	246	954
17860	249	953
17861	250	953
17862	247	952
17863	250	961
17864	249	967
17865	251	986
17866	256	996
17867	258	1010
17868	260	1008
17869	263	1010
17870	270	1034
17871	271	1039
17872	275	1043
17873	278	1048
17874	278	1053
17875	280	1056
17876	282	1057
17877	285	1065
17878	288	1071
17879	289	1071
17880	289	1069
17881	289	1075
17882	290	1069
17883	286	1064
17884	283	1058
17885	286	1069
17886	292	1073
17887	295	1082
17888	299	1068
17889	297	1062
17890	295	1066
17891	294	1062
17892	294	1065
17893	300	1080
17894	302	1087
17895	304	1094
17896	301	1095
17897	296	1094
17898	299	1107
17899	302	1124
17900	305	1127
17901	312	1145
17902	314	1153
17903	314	1163
17904	315	1161
17905	314	1173
17906	315	1180
17907	320	1195
17908	317	1192
17909	323	1193
17910	319	1194
17911	319	1188
17912	322	1183
17913	320	1175
17914	318	1167
17915	322	1180
17916	321	1189
17917	324	1191
17918	326	1213
17919	325	1215
17920	323	1210
17921	322	1221
17922	327	1225
17923	327	1227
17924	328	1235
17925	330	1230
17926	332	1232
17927	331	1231
17928	345	1250
17929	345	1264
17930	342	1274
17931	341	1270
17932	352	1309
17933	351	1307
17934	350	1303
17935	347	1292
17936	348	1285
17937	347	1289
17938	344	1282
17939	341	1271
17940	338	1260
17941	337	1252
17942	336	1248
17943	336	1247
17944	337	1246
17945	333	1248
17946	334	1250
17947	333	1246
17948	332	1251
17949	332	1248
17950	336	1246
17951	334	1236
17952	333	1227
17953	334	1229
17954	334	1236
17955	340	1250
17956	342	1262
17957	346	1268
17958	346	1265
17959	345	1255
17960	343	1250
17961	342	1241
17962	343	1242
17963	340	1248
17964	335	1253
17965	335	1263
17966	333	1264
17967	335	1262
17968	335	1265
17969	335	1266
17970	331	1252
17971	331	1250
17972	330	1238
17973	330	1235
17974	331	1227
17975	331	1226
17976	333	1222
17977	332	1221
17978	332	1240
17979	334	1249
17980	338	1254
17981	338	1263
17982	337	1265
17983	338	1265
17984	335	1261
17985	335	1258
17986	332	1246
17987	334	1249
17988	336	1258
17989	336	1265
17990	336	1271
17991	334	1271
17992	332	1251
17993	330	1243
17994	333	1253
17995	337	1255
17996	339	1261
17997	337	1262
17998	334	1258
17999	333	1246
18000	332	1243
18001	331	1242
18002	331	1234
18003	329	1234
18004	330	1239
18005	333	1244
18006	335	1246
18007	331	1244
18008	327	1239
18009	325	1237
18010	319	1226
18011	317	1247
18012	319	1259
18013	316	1251
18014	313	1246
18015	311	1225
18016	311	1220
18017	309	1215
18018	308	1199
18019	309	1203
18020	304	1202
18021	298	1192
18022	293	1193
18023	288	1191
18024	288	1186
18025	293	1186
18026	294	1184
18027	294	1188
18028	293	1177
18029	286	1160
18030	283	1144
18031	281	1141
18032	282	1141
18033	282	1146
18034	285	1149
18035	286	1151
18036	286	1150
18037	284	1140
18038	281	1118
18039	280	1117
18040	278	1117
18041	280	1121
18042	281	1119
18043	279	1107
18044	276	1084
18045	273	1071
18046	269	1059
18047	266	1056
18048	266	1056
18049	263	1034
18050	260	1026
18051	263	1028
18052	259	1020
18053	253	1008
18054	252	1005
18055	251	999
18056	251	981
18057	246	976
18058	247	974
18059	248	977
18060	238	936
18061	238	939
18062	240	944
18063	242	942
18064	239	940
18065	236	934
18066	236	930
18067	238	924
18068	235	926
18069	236	929
18070	235	937
18071	238	938
18072	237	940
18073	236	940
18074	235	937
18075	239	945
